"","Drug_Overdose_Deaths","Alcohol_Impaired_Driving_Deaths","Unemployment_Rate","Income_Inequality","Highschool_Comp_Rate","Adult_Smoking_Rate","Excessive_Drinking_Rate","Median_House_Income","College_Education_Rate","Children_In_Poverty","Single_Parent_House","Social_Associations","Pop_Under_18","Pop_Over_65","NH_Black","American_Or_Alaska_Native","Hispanic_Pop","Female_Pop","Rural_Pop"
"838",12.941941768,0.2258064516,0.0283601366,4.1488366367,0.9400156901,0.156,0.2166877179,73492,0.7366711659,0.113,0.1982144467,10.535059462,0.2211153562,0.1949187754,0.0361279731,0.0030098199,0.0296827021,0.5037445403,0.3172486048
"839",NA,0.1666666667,0.0286752827,4.0097201335,0.8725666367,0.187,0.1950314557,56834,0.5983118173,0.133,0.2229299363,19.3112327,0.1828683522,0.2326721883,0.0108979948,0.0163469922,0.10407585,0.4885571055,0.3849595228
"840",NA,0.2105263158,0.0314998555,4.7104124861,0.9289022866,0.193,0.1826343864,56599,0.5915627996,0.16,0.2064875333,15.577941635,0.2131750803,0.2304861615,0.0142531357,0.0037835597,0.0315642169,0.4917590961,0.6990619714
"841",NA,0.375,0.0292118755,3.9498356988,0.931862069,0.178,0.1918598879,64553,0.6128839845,0.149,0.2001132182,14.922468046,0.2298363435,0.2263806481,0.0249722892,0.004238117,0.0423811697,0.5008802243,0.5357394254
"842",NA,0.1666666667,0.0254822155,4.6462519658,0.9240069085,0.182,0.185741608,63775,0.6357615894,0.169,0.1496801706,23.110932476,0.2362847923,0.2280153288,0.0074626866,0.0091770875,0.140278338,0.4861839451,1
"843",NA,0.4117647059,0.0239616613,3.822197733,0.949134656,0.181,0.1844542986,69018,0.6457703927,0.135,0.1329243354,6.0910613674,0.2198329208,0.2462871287,0.0086633663,0.0046410891,0.0329517327,0.4956683168,0.9986373959
"844",NA,0.25,0.020498615,3.8069262191,0.9316500482,0.182,0.1849812688,63562,0.664167113,0.137,0.1876923077,21.796489618,0.2249170575,0.2412767418,0.00709301,0.0056057659,0.0355794532,0.5009724288,1
"845",NA,0.3,0.0250583658,3.3303778816,0.9585081585,0.154,0.2173013274,79386,0.7152753724,0.069,0.1150930393,21.86766016,0.2330042085,0.2145516348,0.0062317902,0.0022661055,0.0204758822,0.4987050826,1
"846",NA,0,0.0281789362,4.1690752361,0.9425226884,0.172,0.1929644609,72701,0.7237020316,0.127,0.1650064963,18.926847734,0.2095425942,0.2397858552,0.0091105476,0.0048840049,0.0300554147,0.4985441909,1
"847",NA,0.1666666667,0.0277617952,3.9085770711,0.9262651057,0.163,0.1982844389,68795,0.6360544218,0.105,0.1604455148,14.777994223,0.2290148448,0.2154520918,0.0091767881,0.0061403509,0.0709851552,0.4956140351,0.4942482878
"848",NA,0.5714285714,0.0229286087,3.4067082055,0.9133151113,0.178,0.1927775072,67498,0.6423785595,0.106,0.1764705882,27.196848917,0.213008891,0.2436125409,0.0073935423,0.0040243332,0.0565278428,0.49508657,1
"849",NA,0.25,0.0295422848,4.3533457176,0.9337280986,0.179,0.1921495215,59622,0.6493271222,0.143,0.1884430177,24.539142926,0.1837991187,0.240115893,0.0152713225,0.0063982616,0.048047323,0.4947787771,0.7003199431
"850",NA,0.125,0.0266053768,3.8783448959,0.9307495573,0.182,0.2051158739,73457,0.6815089672,0.115,0.1478936361,15.679323744,0.2322281348,0.2012552872,0.0053895484,0.0034793287,0.0219675263,0.4925637877,1
"851",NA,0.15,0.0290356394,3.8387806943,0.9114205728,0.179,0.1922155088,63702,0.5997039543,0.147,0.197130087,10.300681807,0.2051891464,0.199593979,0.0293127352,0.0045553575,0.0563477916,0.4781144781,0.5467239527
"852",NA,0,0.0311018396,3.792935695,0.9203886538,0.183,0.1955288383,66979,0.6142788692,0.111,0.102532171,16.881198565,0.2518619532,0.2062309871,0.0076576104,0.0041959509,0.0204552607,0.4950173083,1
"853",NA,0.5,0.024405002,4.2974120427,0.941521347,0.188,0.1899745578,71521,0.7008387698,0.114,0.2030075188,13.493875856,0.2354784789,0.2226284998,0.0090890096,0.0042833264,0.0549519432,0.5027162557,0.4436803168
"854",NA,0.4285714286,0.0220165124,3.857679805,0.9303797468,0.182,0.1879279761,67696,0.6898907104,0.113,0.1959378734,20.126509488,0.243466899,0.2222706156,0.005952381,0.0037746806,0.0432636469,0.4989837398,1
"855",NA,0.2608695652,0.025027865,3.88864597,0.9367965368,0.163,0.1973658675,72948,0.6776576101,0.076,0.197978751,15.089328827,0.2324127466,0.2001820941,0.0064946889,0.0032776935,0.0382397572,0.4921396055,1
"856",NA,0.25,0.0320148906,4.3190601063,0.9397983608,0.188,0.1979481624,64792,0.6179748062,0.134,0.1978509694,10.842627014,0.2187952805,0.2207099979,0.008590354,0.003881184,0.0190436763,0.49353136,0.6870413138
"857",13.381268009,0.2272727273,0.0300314717,3.7734274133,0.9419171101,0.183,0.1951790803,69047,0.595342983,0.102,0.2336134454,16.682554814,0.2199905108,0.1980863514,0.0226422057,0.0048763772,0.0297590806,0.480362697,0.5783725174
"858",19.124481248,0.125,0.0246962756,4.5575602122,0.9332113449,0.166,0.1745405661,59603,0.7485700667,0.179,0.2067103741,10.864702499,0.1654350873,0.2681870302,0.0242069053,0.0045228692,0.03796662,0.4777041661,0.4119261955
"859",7.8324210013,0.2222222222,0.0226088157,5.2770418237,0.9604646289,0.14,0.2280808624,74909,0.861438665,0.102,0.1764923615,8.4007547755,0.1902761795,0.1351873162,0.0829433576,0.0036696075,0.0611111111,0.5030686613,0.166551088
"860",NA,0.2857142857,0.0318568832,3.5722033081,0.9426492189,0.176,0.1922010758,70671,0.5816409423,0.117,0.2294928722,9.1324200913,0.2034727552,0.2141692249,0.0264773599,0.0051323868,0.0240790483,0.4728511128,0.7379153347
"861",NA,0.1666666667,0.0302045498,4.467402734,0.9347359382,0.196,0.1887092234,65653,0.5976491863,0.162,0.1402359109,13.11276982,0.2240508885,0.225868336,0.008279483,0.003634895,0.0223142165,0.4905088853,1
"862",NA,0.125,0.022863299,3.8561422034,0.9373503209,0.182,0.1821369127,65510,0.6782920469,0.119,0.1479049406,24.778030147,0.2191364421,0.2565112263,0.0092573402,0.0056649396,0.0424870466,0.4893264249,0.6329241975
"863",15.943877551,0.44,0.0443939293,4.280175009,0.9408559333,0.19,0.1855482347,59017,0.6623276195,0.187,0.2623182267,15.956646094,0.2112058465,0.2210109622,0.0281059683,0.0036236297,0.0383373934,0.4957673569,0.4094769781
"864",17.849331162,0.3142857143,0.0305304564,4.0980426475,0.9499515619,0.155,0.2223953427,74134,0.7422374017,0.096,0.2215114492,10.483141798,0.2224351949,0.175158165,0.0659380963,0.0027943571,0.0381822707,0.5043159719,0.1369176592
"865",NA,0.2222222222,0.0308548306,3.7596369174,0.8607227644,0.181,0.1992901809,70953,0.5890838207,0.149,0.1466555879,14.885105591,0.2141050857,0.2032406107,0.0136742531,0.008054697,0.1653086073,0.4882457619,1
"866",NA,0.375,0.0214270409,4.6969594737,0.9236729311,0.206,0.1882291754,60245,0.5679144385,0.232,0.2076530612,12.629161883,0.2317873173,0.222925538,0.0044884337,0.0050638739,0.0302681551,0.4885487398,1
"867",NA,0.3333333333,0.0181715735,3.2536054851,0.9471776282,0.169,0.2094168766,74061,0.677997076,0.076,0.0973084886,26.642244609,0.2793332786,0.1922982182,0.0032022334,0.007800312,0.033746613,0.4881353149,1
"868",NA,0.2727272727,0.0311650045,3.491104604,0.96996997,0.151,0.2147821005,80887,0.7207112971,0.071,0.1412911084,10.731532821,0.2472998356,0.1770955623,0.0051655318,0.0039328481,0.0252406668,0.5004108946,0.6931955523
"869",NA,0.2,0.0243346627,4.2197230593,0.9319787986,0.192,0.1917335337,68759,0.6273463742,0.125,0.2001524971,15.465793304,0.2338467147,0.1915611045,0.0174063611,0.0048756038,0.0258361433,0.4886084024,0.4348355115
"870",11.021933648,0.4166666667,0.020610015,3.861581673,0.9409834592,0.157,0.2148122181,73451,0.7070720423,0.085,0.1695936418,18.573996405,0.2305451519,0.1953213245,0.0092443969,0.0027346769,0.0239581476,0.4954818382,0.4696534387
"871",8.4233934483,0.46875,0.0525351951,3.8820232001,0.8519344957,0.181,0.1876493791,69818,0.5447433287,0.136,0.1733004926,12.546106943,0.2534918127,0.1810476692,0.0209383385,0.0099049625,0.2567767497,0.4912861406,0.3172671737
"872",NA,0.625,0.0230543524,3.7178125158,0.9505009424,0.157,0.2167695239,75835,0.7775351014,0.11,0.1367545872,8.9872105081,0.2252456538,0.2052497767,0.0068714354,0.007558579,0.0411598983,0.4960489246,0.6541701188
"873",NA,0.625,0.0204945799,3.965883687,0.9225138122,0.169,0.1998370551,65132,0.7295404814,0.114,0.2027353178,17.053529133,0.2367071781,0.2181921762,0.0066464109,0.0030383593,0.0203190277,0.4954424611,1
"874",NA,0.3157894737,0.0286423094,4.2954485563,0.93034505,0.194,0.1832757738,60237,0.6080485116,0.143,0.1825813221,10.496850945,0.2210699976,0.2445203865,0.0057742164,0.020386519,0.0242752769,0.5100164978,1
"875",NA,0,0.0281411997,4.5279852806,0.9304247549,0.176,0.1990094517,66176,0.7055655296,0.143,0.1103716029,13.140604468,0.2307284768,0.202781457,0.0078145695,0.002781457,0.0247682119,0.5,1
"876",NA,0.1666666667,0.0245901639,4.5383855545,0.9163319019,0.199,0.1912761153,58895,0.6193284936,0.17,0.2567975831,14.532067429,0.2237138658,0.2227339539,0.0076433121,0.0063694268,0.0433121019,0.5064184223,0.4660212972
"877",10.176443881,0.0909090909,0.0296061951,3.6729281435,0.9011023187,0.168,0.1860877251,69096,0.5863339949,0.157,0.2573227745,10.541604198,0.2387615924,0.182953017,0.0280104774,0.0083771857,0.1905514784,0.4976520282,0.418434139
"878",NA,0,0.0214738897,3.7741836526,0.907335114,0.187,0.1941808647,67470,0.6197014925,0.099,0.1451179457,27.113806636,0.2396870555,0.2211948791,0.0121621622,0.0052631579,0.0645803698,0.490398293,0.6382033564
"879",NA,0.5,0.0175534833,3.7437132672,0.8616826703,0.181,0.1928716662,64993,0.5177091183,0.148,0.2675753228,21.107322617,0.2287939032,0.2339297548,0.0086149768,0.0059642147,0.0939363817,0.4870775348,1
"880",NA,0.3333333333,0.024412713,4.2108009805,0.9285147642,0.198,0.1944128296,60567,0.5336032389,0.186,0.1933600876,23.688885964,0.1734794955,0.2401769795,0.0260186225,0.0072640824,0.0382354883,0.4656937199,0.3375846427
"881",NA,0.3333333333,0.0251655629,4.2445463338,0.9295146913,0.167,0.1951646606,65438,0.66463724,0.136,0.111163448,19.088255109,0.2282062985,0.2333409402,0.0131218622,0.0060474669,0.0368553172,0.4964628024,1
"882",NA,0.1818181818,0.0208766866,3.4990672125,0.9431857589,0.16,0.207165288,79431,0.6708031713,0.076,0.1170179302,16.374269006,0.2456290643,0.1980841868,0.0220007009,0.0100852771,0.0619913555,0.4921926716,0.605494591
"883",NA,0.3,0.0213110957,3.8682519501,0.9152850789,0.193,0.1795411661,61927,0.6286738351,0.151,0.1267515924,22.618037885,0.2286970084,0.2442932086,0.0106337729,0.0073727492,0.0520345952,0.5002126755,1
"884",24.2356979,0.2705882353,0.026865135,3.9964787771,0.926891337,0.154,0.2142767593,77369,0.7167820045,0.12,0.234685231,12.076225133,0.2392728637,0.1419767746,0.0757669795,0.0037598111,0.093783739,0.5016035076,0.0447338653
"885",13.221935548,0.1666666667,0.0275019258,4.295285695,0.9063153098,0.176,0.2057798825,68712,0.6376168942,0.152,0.2653325922,10.932007202,0.2274264004,0.1890354502,0.018792998,0.0089940219,0.0921189615,0.5028280725,0.2692517108
"886",NA,0.1428571429,0.0273932824,4.965370571,0.9488486842,0.171,0.1932067362,69566,0.6313965885,0.117,0.12697118,15.60314215,0.1941300699,0.2165484378,0.0153246331,0.0040612985,0.038663562,0.5073374127,0.4916943522
"887",NA,0.25,0.0227177114,4.0070396443,0.9399315282,0.191,0.1784736553,60061,0.6594594595,0.188,0.2181656278,17.245095926,0.2336188437,0.2291220557,0.0077087794,0.0029978587,0.0310492505,0.4997858672,1
"888",NA,0.1,0.0241509434,4.3920355827,0.9365401333,0.175,0.1905935961,72499,0.7098549275,0.129,0.1871534196,19.483182937,0.2236121162,0.2423239946,0.0048588856,0.002274372,0.0427995451,0.5009821152,1
"889",16.528004397,0.1492537313,0.0319405903,4.4653344471,0.9399511564,0.166,0.2004684329,68576,0.7311951295,0.127,0.2396692187,10.449560774,0.2298187714,0.1770773441,0.0786837929,0.0036797682,0.0749982751,0.5046859548,0.1327768522
"890",NA,0.3333333333,0.022369639,4.4643783676,0.9424624625,0.172,0.1985951675,71628,0.7373195876,0.096,0.1263157895,16.142735769,0.2246457707,0.2375268356,0.0081580077,0.0066122799,0.0354658652,0.5031343924,0.5987570237
"891",NA,0.2307692308,0.0186550591,3.6324401169,0.916229631,0.139,0.200732424,75994,0.7339883099,0.076,0.0682952183,25.074527067,0.2664632455,0.1692371706,0.0055755895,0.007517337,0.1200554785,0.4967822469,0.5660961195
"892",7.1228453393,0.1363636364,0.0201397383,5.396929735,0.970506378,0.142,0.2397175635,68720,0.8649747554,0.085,0.1433208172,11.963165514,0.158989897,0.1348910939,0.0292255676,0.0029396125,0.0409137881,0.4758660821,0.2584612887
"893",NA,0.4666666667,0.0327993072,4.0550110654,0.9098904889,0.19,0.1859793678,66295,0.5523630505,0.183,0.2359216075,13.04322049,0.2378867657,0.2051115187,0.009288292,0.0843045613,0.1245932675,0.4897355499,0.69285089
"894",NA,0.4,0.0195954488,3.6630607287,0.9099756691,0.176,0.1968108783,56021,0.6012810248,0.135,0.1305326332,13.633265167,0.2352338682,0.222942984,0.0039262547,0.0044383749,0.0988391943,0.4827586207,1
"895",NA,0,0.0273660205,4.1104027367,0.9278688525,0.185,0.1867828922,55812,0.6486195769,0.169,0.2070942315,11.649192877,0.2215866072,0.2151089425,0.0142172121,0.0076554219,0.033145453,0.5047530916,0.3815290822
"896",NA,0.4,0.028032345,4.1681746429,0.8838722397,0.212,0.1849101765,64550,0.5204359673,0.177,0.0829268293,6.9032168991,0.2342888644,0.2327728776,0.0023428886,0.0020672547,0.0180540243,0.4906284454,1
"897",19.96007984,0.0952380952,0.0324215987,4.7460688483,0.879270976,0.207,0.1830692013,61555,0.5301399977,0.205,0.2990529383,10.21102791,0.2353965129,0.1879119938,0.0374111805,0.0111291841,0.1234483349,0.4950774762,0.2939865113
"898",15.273685349,0.3181818182,0.0242687184,3.723613574,0.9645221378,0.143,0.2205742518,90943,0.7488802854,0.064,0.1514185775,10.486498633,0.2423472675,0.1687926814,0.0104736135,0.0032396414,0.0367772931,0.5018315018,0.4707364082
"899",NA,0.1818181818,0.0258803564,3.3197417879,0.9231824417,0.164,0.1872061372,70539,0.6398949146,0.132,0.1413357401,18.229514028,0.2452704798,0.2036684241,0.0101457623,0.0035886757,0.0759381507,0.4990031456,0.6966097939
"900",NA,0.4285714286,0.025466893,3.5632893824,0.8943613349,0.201,0.1825485729,58000,0.5136570561,0.204,0.1783590963,12.292562999,0.262254523,0.2268439771,0.0044843049,0.0026287305,0.0194835318,0.4952837483,1
"901",19.268706703,0.28125,0.0297034927,4.23544825,0.9181216615,0.189,0.2067436595,67110,0.6397109429,0.147,0.2199844075,11.844832692,0.2133457107,0.1964178452,0.0456506307,0.006088571,0.0626057992,0.4755365041,0.3324414173
"902",NA,0.2,0.0267591675,3.9864761507,0.9450229071,0.17,0.1966673132,66776,0.7319542254,0.121,0.2325581395,13.138138138,0.2174813978,0.222850146,0.0150701705,0.0041442969,0.058302722,0.495996986,1
"903",NA,0.3333333333,0.0312391531,3.7047876378,0.9518457874,0.151,0.1966740875,72032,0.7442596991,0.086,0.1506444683,19.103157048,0.1836887954,0.232552318,0.0087613898,0.0024531891,0.0264343647,0.4955942726,0.6017438964
"904",11.223272578,0.2954545455,0.0273530351,4.4498193923,0.8758984543,0.188,0.20699369,66830,0.6058142211,0.155,0.2587864168,13.067315614,0.2554059297,0.158321583,0.0516414153,0.0322794333,0.1915000331,0.496985928,0.1612784474
"905",NA,0.1428571429,0.026805659,4.0204821914,0.943258427,0.167,0.1978125232,71329,0.69168121,0.136,0.1140065147,18.957345972,0.207951906,0.2268069408,0.0086077333,0.0040989206,0.0351140866,0.4899576445,1
"906",NA,0.3333333333,0.0256526332,3.788746785,0.9271328355,0.18,0.1771531332,67291,0.6533149171,0.153,0.2801129235,27.375831052,0.2476145414,0.2359435376,0.0091475436,0.0074126646,0.1480167179,0.4892358647,1
"907",17.953134899,0.1994355597,0.0266481853,4.4119639569,0.9177952993,0.164,0.2027286831,68827,0.7059488531,0.137,0.2100851983,13.221644514,0.2352048755,0.1716007014,0.0577219413,0.0123167016,0.1304104319,0.4976575932,0.2770096124
"908",NA,0.1111111111,0.028833967,3.9211515864,0.9263638492,0.202,0.1759178489,50995,0.5895848507,0.213,0.3057256032,11.232349166,0.2234676842,0.2128945067,0.0199538914,0.0111296605,0.0426901979,0.5040146276,0.5333705892
"909",NA,0.3333333333,0.0227272727,4.1076173257,0.8645753634,0.21,0.1833931704,59683,0.5325153374,0.177,0.2342529932,8.9997428645,0.2481995885,0.2103909465,0.007973251,0.0091306584,0.0289351852,0.4916409465,1
"910",NA,0.1052631579,0.0349094123,4.389649043,0.9377303975,0.19,0.1922659324,59085,0.5787448194,0.172,0.2221300138,11.084426381,0.2176558232,0.1861186988,0.0439533151,0.008008443,0.0345170102,0.5104296002,0.332823587
"911",NA,0.1111111111,0.0206502636,4.8184477715,0.9153792135,0.195,0.1648554672,59845,0.5702764977,0.176,0.1444906445,29.197080292,0.2355652596,0.2515769044,0.0094614265,0.0145560408,0.0562833576,0.4924793789,1
"912",14.350384199,0,0.0262697023,4.101648135,0.8964861751,0.194,0.1746350586,56711,0.6081586218,0.176,0.289291598,19.828680203,0.239553429,0.2101275917,0.0125199362,0.0131578947,0.1674242424,0.5033891547,0.4207821755
"913",NA,0.1818181818,0.0347410359,4.1557092089,0.8972231088,0.2,0.1595121471,44954,0.6170018282,0.242,0.1822329576,13.963555121,0.2598495826,0.1987166218,0.0299454909,0.01235079,0.0338094252,0.5016214724,0.4819637883
"914",NA,0.28,0.0235802712,3.8294797688,0.9352082039,0.199,0.173847416,56391,0.633958634,0.174,0.1589512495,23.26811211,0.2546988466,0.2180692012,0.0170867151,0.0922682614,0.0598035028,0.5012815036,1
"915",16.849032667,0.3023255814,0.0277726912,3.8685784852,0.9421324355,0.158,0.169414157,80214,0.7257274391,0.091,0.1419010956,11.047445094,0.2447831184,0.1639067995,0.0227286049,0.0110345838,0.0585726846,0.4886576788,0.4610121698
"916",NA,0.3846153846,0.0215517241,4.0974418605,0.9328563566,0.181,0.1669436424,58580,0.56,0.151,0.1981818182,0,0.193877551,0.2425431711,0.0215855573,0.0094191523,0.0729984301,0.4674254317,1
"917",NA,0,0.0279524808,3.8102430485,0.8875985068,0.229,0.1555664323,49457,0.6139332366,0.265,0.1399229782,17.673048601,0.2199121523,0.2547584187,0.0146412884,0.0538799414,0.0503660322,0.4816983895,1
"918",20.425531915,0.1904761905,0.0262119219,4.3576894486,0.8993288591,0.207,0.1584549936,54965,0.5991440799,0.199,0.1746031746,12.023000523,0.2282585918,0.2002829003,0.0090632858,0.0462070411,0.0351529757,0.500785834,1
"919",NA,0,0.0238284353,4.6889391275,0.8921360255,0.198,0.1594957406,56500,0.736,0.192,0.2379248658,37.979491075,0.2171893148,0.2655826558,0.0069686411,0.0081300813,0.0774293457,0.4866434379,1
"920",NA,0,0.0198198198,3.5644588383,0.941697417,0.166,0.1755278698,58914,0.7931034483,0.166,0.1832669323,30.349013657,0.2478013451,0.2115882049,0.0056906363,0.0139679255,0.1334712882,0.5064666322,1
"921",NA,0.1111111111,0.0261752137,4.5017260741,0.9424739721,0.177,0.1775753536,59021,0.6993281075,0.151,0.1829204006,28.475919277,0.2315056571,0.2397115504,0.0118115131,0.0078328982,0.037796842,0.4979485267,0.4910681286
"922",NA,0.3333333333,0.0268789144,3.8626180724,0.9585639993,0.195,0.1777157905,52483,0.7328940699,0.162,0.1864488227,31.362007168,0.2359713839,0.2092555332,0.0120724346,0.0077129443,0.0416946121,0.4929577465,0.4429805137
"923",NA,0.125,0.0346286016,4.2562611356,0.9372242959,0.18,0.170690367,69100,0.6826608506,0.123,0.2535675082,11.993283761,0.2142512077,0.2268115942,0.0082125604,0.0131642512,0.0394927536,0.5038647343,1
"924",NA,0.2,0.0218642117,4.2252394179,0.9647509579,0.162,0.175162856,53657,0.7477477477,0.159,0.2669902913,41.916167665,0.2278405711,0.258179655,0.004164188,0.0142772159,0.0874479477,0.508625818,1
"925",10.57366964,0.1034482759,0.0295548528,4.3199186165,0.9171646674,0.206,0.1824335289,56416,0.617116003,0.218,0.2863647551,15.653988868,0.2344062926,0.1871244884,0.0279801469,0.023307114,0.1220213044,0.4973732331,0.3199513734
"926",12.000891495,0.32,0.0290758592,5.1711339127,0.9432462622,0.213,0.1905197478,51835,0.7044474699,0.203,0.2814392175,11.761697776,0.2190746712,0.1588873535,0.0204206971,0.0126669737,0.0680178105,0.4987972772,0.4067535667
"927",NA,0,0.0288135593,3.6704226421,0.9362815026,0.181,0.1554461036,51152,0.6755852843,0.215,0.1490467938,18.175209015,0.2004462626,0.2982521383,0.0111565638,0.0119003347,0.0487169952,0.4905169208,1
"928",NA,0.25,0.0278709379,3.8623237527,0.9357269163,0.173,0.1887320088,63136,0.6468971834,0.13,0.1439429929,20.044422775,0.2264785676,0.2111231687,0.0117200217,0.0113944655,0.057460662,0.495930548,0.6410716226
"929",NA,0.5,0.0258064516,4.722981988,0.9115853659,0.202,0.1749577626,64608,0.665184244,0.122,0.1507882111,12.04658011,0.2084677419,0.2061827957,0.0305107527,0.0143817204,0.0329301075,0.4920698925,0.7167776298
"930",15.378193721,0.3269230769,0.0257930223,4.9667390265,0.9602557853,0.14,0.2192179047,67482,0.8176892992,0.104,0.1693926895,10.388478842,0.1730185722,0.139416825,0.0439548531,0.0266663332,0.0691207362,0.5011336734,0.1463737004
"931",NA,0.5714285714,0.0229885057,3.9645952425,0.8757854036,0.187,0.1605904883,55777,0.574127907,0.185,0.2028081123,10.593220339,0.2230741146,0.2201533406,0.0138736765,0.0266520628,0.2278203724,0.4888645491,1
"932",NA,0,0.0272572402,4.8250234742,0.8693946188,0.222,0.1497085212,47094,0.5061425061,0.252,0.1615798923,20.483408439,0.2302335109,0.2757066776,0.002458009,0.0217124129,0.0458828349,0.4977468251,1
"933",NA,0.2666666667,0.0197862846,5.226250309,0.9534083085,0.165,0.1973800429,61675,0.8001946607,0.106,0.1867723975,10.420284821,0.2011678933,0.1650599496,0.0134065858,0.0043882381,0.0695207491,0.4942469161,0.2437962259
"934",NA,0.0454545455,0.0231939163,3.9999646343,0.9231899265,0.19,0.1921762356,63636,0.5866900175,0.136,0.0978354978,20.517676768,0.1719905586,0.2321007081,0.059166011,0.0094413847,0.0632572777,0.4247049567,1
"935",18.101021803,0.12,0.0207489137,3.6561074138,0.7210013292,0.179,0.1840355912,69966,0.5376267022,0.147,0.2930367505,8.6598262786,0.2960956175,0.1203187251,0.0396281541,0.0126693227,0.5231341301,0.4851527224,0.1948011437
"936",NA,0.1290322581,0.0208391687,3.5630574827,0.7721692345,0.173,0.1716329944,67714,0.481712963,0.133,0.2086131964,7.3187154191,0.2943748523,0.1192094068,0.0234282675,0.0196171118,0.5797388324,0.4780193808,0.1920552979
"937",12.94783318,0.1891891892,0.024408284,3.9713635502,0.9202112556,0.189,0.1819556026,67263,0.6004518315,0.121,0.1555004136,11.159855307,0.2268775008,0.1827870114,0.0135426285,0.0105801785,0.0483995075,0.4956525085,0.5206570242
"938",16.028530785,0.2,0.0375946469,3.6671718812,0.9369724254,0.193,0.1900975701,60026,0.7439687394,0.158,0.2691965873,6.6789113375,0.3172788658,0.0918999187,0.1603485473,0.0138410243,0.1691743016,0.474377294,0.1162252647
"939",NA,0.2727272727,0.0211678832,3.9586206897,0.9378651089,0.177,0.1695756086,64037,0.643697479,0.151,0.0961002786,29.038112523,0.2502760397,0.2373941848,0.005520795,0.001840265,0.039013618,0.4968715495,1
"940",NA,0,0.0235096558,3.0567805159,0.9382716049,0.194,0.1571871904,53233,0.5730769231,0.164,0.194,29.166666667,0.2098714226,0.2749896309,0.0335960182,0.0103691414,0.046038988,0.4989630859,1
"941",NA,0.1818181818,0.0290780142,3.4516650501,0.7917318436,0.158,0.1981931245,66022,0.645,0.152,0.0775295664,17.749863463,0.2954008615,0.1496456857,0.0055578713,0.0290398777,0.5092399611,0.4879811032,0.202257889
"942",NA,0.125,0.0196575777,3.398108411,0.7534246575,0.17,0.1872813286,77761,0.5852895149,0.099,0.1638655462,30.120481928,0.2864374236,0.1604119393,0.0087275266,0.0080293245,0.1872927212,0.4847268284,1
"943",NA,0.6666666667,0.0151133501,3.1775999149,0.8892857143,0.165,0.1684390551,72300,0.664495114,0.116,0.1747311828,30.674846626,0.2755519215,0.1872444808,0.0057236304,0.0098119379,0.2052330335,0.4971381848,1
"944",NA,0.15,0.0241242564,5.0471257725,0.9159972458,0.196,0.1632690639,52145,0.5983122363,0.218,0.2181677019,18.521636639,0.2156928776,0.265869675,0.0089240613,0.017342987,0.0434416568,0.4909917495,1
"945",NA,0.1666666667,0.0165847666,4.1128867252,0.856010568,0.179,0.1792971212,63442,0.3381201044,0.174,0.0746073298,20.128824477,0.2695473251,0.1576131687,0.0086419753,0.029218107,0.3794238683,0.4670781893,1
"946",NA,0.0833333333,0.0212001437,4.1652690136,0.8973165389,0.217,0.171372888,52893,0.5951086957,0.181,0.2205014749,24.38566873,0.2534285178,0.2256246478,0.0084538794,0.0176592147,0.0749577306,0.4895735488,1
"947",12.678350254,0.1875,0.0252920561,3.687828104,0.9181782421,0.16,0.159960902,73854,0.7261031777,0.11,0.170719603,17.151137002,0.2338392355,0.2077157481,0.0165083873,0.0105026479,0.1282210585,0.499807698,0.4010698331
"948",NA,0.1111111111,0.019248396,3.5694104197,0.7516447368,0.194,0.1715872435,69971,0.4883474576,0.131,0.09,19.083969466,0.2558724832,0.1786912752,0.0033557047,0.0181767338,0.322147651,0.5005592841,1
"949",NA,0.3333333333,0.0204280156,3.4814619233,0.9263502455,0.161,0.1699751191,67478,0.5942492013,0.08,0.1219512195,17.543859649,0.2404558405,0.2205128205,0.0205128205,0.0062678063,0.0945868946,0.4809116809,1
"950",25.250612327,0.2631578947,0.0234696679,3.4604412156,0.938272993,0.187,0.1720113628,70445,0.6276484891,0.119,0.1864931846,9.0490913204,0.2472527473,0.1999849466,0.0100105374,0.0879873551,0.0573536053,0.4927743489,1
"951",NA,0.2083333333,0.0267796937,3.7764084507,0.9571219249,0.168,0.1814258948,75774,0.7590592753,0.092,0.1152632856,9.2336103416,0.216365024,0.2047535979,0.0082860881,0.0102485826,0.0352703881,0.4886066289,0.9912891986
"952",NA,0.1428571429,0.0260942761,4.0484577713,0.924648207,0.208,0.1543093375,56144,0.7066666667,0.194,0.1622073579,20.429009193,0.2087646653,0.3191856453,0.0048309179,0.0069013112,0.0251897861,0.4824016563,1
"953",13.221127471,0.1937984496,0.022998372,3.8131321239,0.9651223534,0.1,0.2025270866,99174,0.8533657812,0.047,0.1511646343,8.4146120717,0.2317492874,0.1618020171,0.0504235338,0.0041586253,0.0849086314,0.5046019428,0.0403730018
"954",NA,0,0.0189337319,3.7981308411,0.803896654,0.202,0.1703864275,75773,0.4199288256,0.128,0.3198653199,15.420200463,0.2840466926,0.1727626459,0.0098573281,0.0230869001,0.3359273671,0.486381323,1
"955",NA,0.2,0.0244125725,3.5118390382,0.9081143296,0.177,0.1873309343,65597,0.6424747174,0.166,0.1129943503,21.645021645,0.2249409148,0.2017238982,0.0050048658,0.0113999722,0.0449047685,0.489086612,1
